gate,family,run,task,condition,acc,acc_std,acc_minus_majority,loss_gain,label_gap,dispersion_delta,n,params,verdict,path
fail,smoke_agreement,smoke_agreement,agreement,standard,0.375,0.0,-0.125,-0.0005978643894195557,-0.030376143753528595,-0.02883833646774292,1.0,12432.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/smoke_agreement/results.json
fail,smoke_causal,smoke_causal,causal_intervention,standard,0.5,0.0,0.0,-0.0030332207679748535,-0.12043598294258118,0.0275115966796875,1.0,14480.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/smoke_causal/results.json
partial,smoke_dyck,smoke_dyck,dyck,standard,0.375,0.0,-0.125,0.0014352202415466309,-0.10599450021982193,0.009066730737686157,1.0,12432.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/smoke_dyck/results.json
partial,smoke_graph_alias,smoke_graph_alias,graph_alias,standard,0.5,0.0,0.0,-0.00048086047172546387,0.00010289251804351807,-1.475214958190918e-06,1.0,13456.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/smoke_graph_alias/results.json
partial,smoke_structural_paraphrase,smoke_structural_paraphrase,structural_paraphrase,standard,0.5,0.0,0.0,0.0022809505462646484,-0.17046179622411728,-0.0007286369800567627,1.0,24720.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/smoke_structural_paraphrase/results.json
partial,smoke_template,smoke_template,template_equivalence,standard,0.5,0.0,0.0,0.0028335154056549072,0.1354834958910942,-0.002682238817214966,1.0,22672.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/smoke_template/results.json
pass,smoke_temporal_query,smoke_temporal_query,temporal_query,standard,0.625,0.0,0.125,0.00131186842918396,0.16703974455595016,-0.009074747562408447,1.0,13456.0,weak: training barely reduces answer loss,resonance/outputs/smoke_temporal_query/results.json
partial,smoke_unification,smoke_unification,unification,standard,0.625,0.0,0.125,0.0031723976135253906,-0.061300285160541534,0.01863083243370056,1.0,13456.0,weak: training barely reduces answer loss,resonance/outputs/smoke_unification/results.json
fail,story_query_eval_medium,story_query_eval_medium,story_query_eval_medium,standard,0.5494791666666666,0.039322054350368486,,,,,3.0,158976.0,,resonance/outputs/story_query_eval_medium/results.json
fail,story_query_eval_medium,story_query_eval_medium,story_query_eval_medium,resonance_full,0.5729166666666666,0.050227347713504976,,,,,3.0,185672.0,,resonance/outputs/story_query_eval_medium/results.json
fail,story_query_eval_medium,story_query_eval_medium,story_query_eval_medium,resonance_full_story_prior,0.5208333333333334,0.03608439182435161,,,,,3.0,185672.0,,resonance/outputs/story_query_eval_medium/results.json
fail,story_query_eval_medium,story_query_eval_medium,story_query_eval_medium,bias_only,0.5364583333333334,0.027436598314720673,,,,,3.0,185672.0,,resonance/outputs/story_query_eval_medium/results.json
fail,story_query_eval_normalized,story_query_eval_normalized,story_query_eval_normalized,standard,0.5494791666666666,0.039322054350368486,,,,,3.0,158976.0,,resonance/outputs/story_query_eval_normalized/results.json
fail,story_query_eval_normalized,story_query_eval_normalized,story_query_eval_normalized,resonance_full_normalized,0.5755208333333334,0.05317858816839098,,,,,3.0,185672.0,,resonance/outputs/story_query_eval_normalized/results.json
fail,story_query_eval_normalized,story_query_eval_normalized,story_query_eval_normalized,bias_only_normalized,0.5364583333333334,0.03522851369392886,,,,,3.0,185672.0,,resonance/outputs/story_query_eval_normalized/results.json
fail,story_query_eval_smoke,story_query_eval_smoke,story_query_eval_smoke,standard,0.5,0.0,,,,,1.0,158976.0,,resonance/outputs/story_query_eval_smoke/results.json
fail,story_query_eval_smoke,story_query_eval_smoke,story_query_eval_smoke,resonance_full,0.5,0.0,,,,,1.0,185672.0,,resonance/outputs/story_query_eval_smoke/results.json
fail,story_query_eval_smoke,story_query_eval_smoke,story_query_eval_smoke,resonance_full_story_prior,0.5,0.0,,,,,1.0,185672.0,,resonance/outputs/story_query_eval_smoke/results.json
fail,story_query_eval_smoke,story_query_eval_smoke,story_query_eval_smoke,bias_only,0.46875,0.0,,,,,1.0,185672.0,,resonance/outputs/story_query_eval_smoke/results.json
fail,story_query_eval_strong_bias,story_query_eval_strong_bias,story_query_eval_strong_bias,standard,0.5494791666666666,0.039322054350368486,,,,,3.0,158976.0,,resonance/outputs/story_query_eval_strong_bias/results.json
fail,story_query_eval_strong_bias,story_query_eval_strong_bias,story_query_eval_strong_bias,resonance_full,0.5234375,0.0078125,,,,,3.0,185672.0,,resonance/outputs/story_query_eval_strong_bias/results.json
fail,story_query_eval_strong_bias,story_query_eval_strong_bias,story_query_eval_strong_bias,bias_only,0.53125,0.0358013726168425,,,,,3.0,185672.0,,resonance/outputs/story_query_eval_strong_bias/results.json
fail,story_topology_eval_interventions_smoke,story_topology_eval_interventions_smoke,story_topology_eval_interventions_smoke,standard,,,,,,,1,138496,,resonance/outputs/story_topology_eval_interventions_smoke/results.json
fail,story_topology_eval_interventions_smoke,story_topology_eval_interventions_smoke,story_topology_eval_interventions_smoke,resonance_full,,,,,,,1,157000,,resonance/outputs/story_topology_eval_interventions_smoke/results.json
fail,story_topology_eval_interventions_smoke,story_topology_eval_interventions_smoke,story_topology_eval_interventions_smoke,bias_only,,,,,,,1,157000,,resonance/outputs/story_topology_eval_interventions_smoke/results.json
fail,story_topology_eval_interventions_smoke,story_topology_eval_interventions_smoke,story_topology_eval_interventions_smoke,resonance_inert,,,,,,,1,157000,,resonance/outputs/story_topology_eval_interventions_smoke/results.json
fail,story_topology_eval_medium2,story_topology_eval_medium2,story_topology_eval_medium2,standard,,,,,,,3,138496,,resonance/outputs/story_topology_eval_medium2/results.json
fail,story_topology_eval_medium2,story_topology_eval_medium2,story_topology_eval_medium2,resonance_full,,,,,,,3,157000,,resonance/outputs/story_topology_eval_medium2/results.json
fail,story_topology_eval_medium2,story_topology_eval_medium2,story_topology_eval_medium2,bias_only,,,,,,,3,157000,,resonance/outputs/story_topology_eval_medium2/results.json
fail,story_topology_eval_medium2,story_topology_eval_medium2,story_topology_eval_medium2,resonance_inert,,,,,,,3,157000,,resonance/outputs/story_topology_eval_medium2/results.json
fail,story_topology_eval_normalized_smoke,story_topology_eval_normalized_smoke,story_topology_eval_normalized_smoke,resonance_full_normalized,,,,,,,1,157000,,resonance/outputs/story_topology_eval_normalized_smoke/results.json
fail,story_topology_eval_normalized_smoke,story_topology_eval_normalized_smoke,story_topology_eval_normalized_smoke,bias_only_normalized,,,,,,,1,157000,,resonance/outputs/story_topology_eval_normalized_smoke/results.json
fail,story_topology_eval_smoke,story_topology_eval_smoke,story_topology_eval_smoke,standard,,,,,,,1,138496,,resonance/outputs/story_topology_eval_smoke/results.json
fail,story_topology_eval_smoke,story_topology_eval_smoke,story_topology_eval_smoke,resonance_full,,,,,,,1,157000,,resonance/outputs/story_topology_eval_smoke/results.json
fail,topology_eval_medium,topology_eval_medium,topology_eval_medium,standard,,,,,,,3,112640,,resonance/outputs/topology_eval_medium/results.json
fail,topology_eval_medium,topology_eval_medium,topology_eval_medium,resonance_full,,,,,,,3,117192,,resonance/outputs/topology_eval_medium/results.json
fail,topology_eval_medium,topology_eval_medium,topology_eval_medium,bias_only,,,,,,,3,117192,,resonance/outputs/topology_eval_medium/results.json
fail,topology_eval_medium,topology_eval_medium,topology_eval_medium,resonance_inert,,,,,,,3,117192,,resonance/outputs/topology_eval_medium/results.json
fail,topology_eval_quick,topology_eval_quick,topology_eval_quick,standard,,,,,,,2,112640,,resonance/outputs/topology_eval_quick/results.json
fail,topology_eval_quick,topology_eval_quick,topology_eval_quick,resonance_full,,,,,,,2,117192,,resonance/outputs/topology_eval_quick/results.json
fail,topology_eval_quick,topology_eval_quick,topology_eval_quick,bias_only,,,,,,,2,117192,,resonance/outputs/topology_eval_quick/results.json
fail,topology_eval_quick,topology_eval_quick,topology_eval_quick,resonance_inert,,,,,,,2,117192,,resonance/outputs/topology_eval_quick/results.json
